import time: self [us] | cumulative | imported package
import time:      6050 |       6050 |       ai.memory.ham_memory.ham_importance_scorer
import time:      5180 |       5180 |       ai.memory.ham_memory.ham_query_engine
import time:      2963 |       2963 |       ai.memory.ham_memory.ham_background_tasks
import time:      7136 |    5253103 |     ai.memory.ham_memory.ham_manager
import time:     18713 |      18713 |     ai.memory.memory_template
import time:     12140 |      12140 |     ai.memory.precompute_service
import time:      7805 |       7805 |     ai.memory.template_library
import time:      6540 |       6540 |     ai.memory.task_generator
INFO:angela_llm:Memory enhancement modules loaded successfully
import time:     12332 |    5310631 |   services.angela_llm_service
import time:     11331 |      11331 |           six
import time:       502 |      11833 |         six.moves
import time:      3942 |       3942 |         pystray._util
import time:     15368 |      15368 |         pystray._util.win32
import time:      9520 |       9520 |         pystray._base
import time:      6410 |      47071 |       pystray._win32
import time:      7692 |      54763 |     pystray
import time:      6358 |      61121 |   system.security_monitor
import time:      4709 |       4709 |     api
import time:      3832 |       3832 |       api.v1
import time:      5506 |       5506 |               unittest.util
import time:      7633 |      13139 |             unittest.result
import time:      9285 |       9285 |               difflib
import time:      8237 |      17521 |             unittest.case
